dataset	num_probes
achimota_rubulavirus_1	252
achimota_rubulavirus_2	249
adeno-associated_dependoparvovirus_a	294
adeno-associated_dependoparvovirus_b	106
aedes_flavivirus	310
african_green_monkey_simian_foamy	374
aguacate	801
aichivirus_a	873
akabane_orthobunyavirus	860
alagoas_vesiculovirus	177
alajuela_orthobunyavirus	213
allpahuayo_mammarenavirus	224
alphapapillomavirus_4	256
alphapapillomavirus_7	783
alphapapillomavirus_9	3989
ambe	198
andes_orthohantavirus	481
anhanga	203
anopheles_a_orthobunyavirus	190
anopheles_b_orthobunyavirus	16
apoi	159
aravan_lyssavirus	190
argentinian_mammarenavirus	329
aroa	462
arrabida	201
arumowot	343
asama_orthohantavirus	110
australian_bat_lyssavirus	336
avian_avulavirus_1	2525
avian_avulavirus_10	213
avian_avulavirus_11	280
avian_avulavirus_12	205
avian_avulavirus_13	224
avian_avulavirus_14	252
avian_avulavirus_15	240
avian_avulavirus_16	271
avian_avulavirus_17	240
avian_avulavirus_18	194
avian_avulavirus_19	244
avian_avulavirus_3	229
avian_avulavirus_4	523
avian_avulavirus_5	290
avian_avulavirus_6	524
avian_avulavirus_7	204
avian_avulavirus_8	271
avian_avulavirus_9	204
avian_gyrovirus_2	109
avian_metapneumovirus	612
bagaza	332
banna	991
banzi	164
barmah_forest	163
bat_hepacivirus	149
bat_mumps_rubulavirus	209
bat_sapovirus_tlc58--hk	122
batama_orthobunyavirus	15
bayou_orthohantavirus	200
bear_canyon_mammarenavirus	258
beilong	412
betapapillomavirus_1	1426
betapapillomavirus_2	1355
betapapillomavirus_3	483
betapapillomavirus_4	360
betapapillomavirus_5	481
betapapillomavirus_6	124
bhanja	497
bimiti_orthobunyavirus	198
black_creek_canal_orthohantavirus	197
bokeloh_bat_lyssavirus	292
bouboui	169
bovine_hepacivirus	660
bovine_respirovirus_3	979
bowe_orthohantavirus	194
brazilian_mammarenavirus	242
brazoran	218
bruges_orthohantavirus	320
bujaru_phlebovirus	405
bundibugyo_ebolavirus	223
bunyamwera_orthobunyavirus	1957
bwamba_orthobunyavirus	205
cacipacore	168
cali_mammarenavirus	323
california_encephalitis_orthobunyavirus	2384
california_reptarenavirus	167
candiru_phlebovirus	1221
canine_morbillivirus	649
cano_delgadito_orthohantavirus	192
cao_bang_orthohantavirus	190
capim_orthobunyavirus	171
caraparu_orthobunyavirus	323
cardiovirus_a	573
cardiovirus_b	1200
catu_orthobunyavirus	194
cedar_henipavirus	241
cell_fusing_agent	273
cetacean_morbillivirus	276
chandipura_vesiculovirus	493
chaoyang	194
chapare_mammarenavirus	174
chicken_anemia	123
chikungunya	438
choclo_orthohantavirus	194
circular_ssdna_virus_hv-cv1	45
cocal_vesiculovirus	180
colorado_tick_fever	397
corriparta	316
cosavirus_a	424
cosavirus_b	121
cosavirus_d	115
cosavirus_e	105
cosavirus_f	108
cowpox	3131
crimean-congo_hemorrhagic_fever_orthonairovirus	1620
culex_flavivirus	362
cupixi_mammarenavirus	167
dabieshan_orthohantavirus	86
dengue	1861
dera_ghazi_khan_orthonairovirus	412
dhori_thogotovirus	177
dobrava-belgrade_orthohantavirus	1239
donggang	169
dugbe_orthonairovirus	312
duvenhage_lyssavirus	333
eastern_equine_encephalitis	563
edge_hill	163
ekpoma_1_tibrovirus	201
ekpoma_2_tibrovirus	199
el_moro_canyon_orthohantavirus	93
entebbe_bat	271
enterovirus_a	3971
enterovirus_b	8646
enterovirus_c	5792
enterovirus_d	620
enterovirus_e	1656
equine_rhinitis_a	389
erbovirus_a	797
european_bat_1_lyssavirus	234
european_bat_2_lyssavirus	350
everglades	188
eyach	430
feline_morbillivirus	606
flexal_mammarenavirus	139
foot-and-mouth_disease	3296
fugong_orthohantavirus	194
fusong_orthohantavirus	88
gadgets_gully	168
gairo_mammarenavirus	161
gamboa_orthobunyavirus	317
gammapapillomavirus_18	384
gammapapillomavirus_24	820
gammapapillomavirus_27	122
gemycircularvirus_hv-gcv1	35
getah	247
giant_panda_anellovirus	554
giessen_reptarenavirus	222
golden_reptarenavirus	174
goose_paramyxovirus_sf02	246
gorilla_anellovirus	40
great_island	792
guajara_orthobunyavirus	195
guama_orthobunyavirus	263
guanarito_mammarenavirus	532
guaroa_orthobunyavirus	316
gyrovirus_4	70
gyrovirus_gyv3	90
gyrovirus_gyv7-sf	41
gyrovirus_tu243	32
gyrovirus_tu789	39
hanko	164
hantaan_orthohantavirus	2308
hantavirus_z10	194
hazara_orthonairovirus	250
heartland	241
hendra_henipavirus	306
hepacivirus_a	153
hepacivirus_b	148
hepacivirus_c	26840
hepacivirus_d	278
hepacivirus_f	154
hepacivirus_i	139
hepacivirus_j	158
hepacivirus_k	156
hepacivirus_l	141
hepacivirus_m	145
hepacivirus_n	308
hepatitis_b	1394
hepatitis_delta	1596
hepatovirus_a	853
highlands_j	163
hughes_orthonairovirus	886
human_alphaherpesvirus_1	1969
human_alphaherpesvirus_2	4396
human_alphaherpesvirus_3	1269
human_associated_circovirus_1	29
human_associated_cyclovirus_1	28
human_associated_cyclovirus_10	28
human_associated_cyclovirus_11	28
human_associated_cyclovirus_12	27
human_associated_cyclovirus_2	28
human_associated_cyclovirus_3	29
human_associated_cyclovirus_4	29
human_associated_cyclovirus_5	30
human_associated_cyclovirus_6	30
human_associated_cyclovirus_7	30
human_associated_cyclovirus_8	227
human_associated_cyclovirus_9	31
human_associated_gemykibivirus_1	35
human_associated_gemykibivirus_2	50
human_associated_gemykibivirus_5	36
human_associated_gemyvongvirus_1	75
human_betaherpesvirus_5	6110
human_betaherpesvirus_6a	1429
human_betaherpesvirus_6b	1499
human_betaherpesvirus_7	1295
human_coronavirus_229e	1041
human_coronavirus_hku1	633
human_coronavirus_nl63	484
human_endogenous_retrovirus_k	151
human_fecal_virus_jorvi2	62
human_fecal_virus_jorvi3	30
human_fecal_virus_jorvi4	36
human_gammaherpesvirus_4	4541
human_gammaherpesvirus_8	2259
human_immunodeficiency_virus_1	11730
human_immunodeficiency_virus_2	1427
human_mastadenovirus_a	1118
human_mastadenovirus_b	1436
human_mastadenovirus_c	1407
human_mastadenovirus_d	1427
human_mastadenovirus_e	867
human_mastadenovirus_f	694
human_mastadenovirus_g	743
human_metapneumovirus	679
human_orthopneumovirus	568
human_papillomavirus	735
human_papillomavirus_type_85	128
human_picobirnavirus	69
human_polyomavirus_1	161
human_polyomavirus_2	188
human_polyomavirus_3	91
human_polyomavirus_4	123
human_polyomavirus_5	190
human_respirovirus_1	236
human_respirovirus_3	472
human_rubulavirus_2	325
human_rubulavirus_4	524
human_smacovirus_1	157
ikoma_lyssavirus	159
ilheus	250
imjin_orthohantavirus	566
indiana_vesiculovirus	346
influenza_a_segment1	604
influenza_a_segment2	562
influenza_a_segment3	734
influenza_a_segment4	619
influenza_a_segment5	479
influenza_a_segment6	538
influenza_a_segment7	202
influenza_a_segment8	247
influenza_b_segment1	348
influenza_b_segment2	244
influenza_b_segment3	158
influenza_b_segment4	207
influenza_b_segment5	194
influenza_b_segment6	186
influenza_b_segment7	143
influenza_b_segment8	131
influenza_c_segment1	91
influenza_c_segment2	101
influenza_c_segment3	110
influenza_c_segment4	95
influenza_c_segment5	90
influenza_c_segment6	77
influenza_c_segment7	81
ippy_mammarenavirus	169
irkut_lyssavirus	377
isfahan_vesiculovirus	178
j-virus	250
japanese_encephalitis	822
jeju_orthohantavirus	202
jugra	165
kabuto_mountain	183
kadam	164
kadipiro	528
kaeng_khoi_orthobunyavirus	304
kairi_orthobunyavirus	287
kamiti_river	183
kasokero_orthonairovirus	296
kedougou	174
kenkeme_orthohantavirus	216
keterah_orthonairovirus	262
khabarovsk_orthohantavirus	209
khujand_lyssavirus	153
kokobera	469
koongol_orthobunyavirus	180
kyasanur_forest_disease	243
lagos_bat_lyssavirus	490
laguna_negra_orthohantavirus	89
laibin_orthohantavirus	191
langat	144
lassa_mammarenavirus	2970
latino_mammarenavirus	186
le_dantec_ledantevirus	181
lebombo	257
leopards_hill	266
liao_ning	690
lleida_bat_lyssavirus	159
lloviu_cuevavirus	247
loei_river_mammarenavirus	309
louping_ill	205
lujo_mammarenavirus	176
luna_mammarenavirus	582
lunk_mammarenavirus	168
luxi_orthohantavirus	195
lymphocytic_choriomeningitis_mammarenavirus	1987
lyssavirus_ozernoe	160
macaca_mulatta_polyomavirus_1	180
macaque_simian_foamy	513
machupo_mammarenavirus	655
madrid_orthobunyavirus	321
main_drain_orthobunyavirus	191
mamastrovirus_1	665
mamastrovirus_6	274
mamastrovirus_8	101
mamastrovirus_9	244
mammalian_orthoreovirus	1914
mammalian_rubulavirus_5	346
manzanilla_orthobunyavirus	512
maporal_orthohantavirus	187
mapuera_rubulavirus	206
maraba_vesiculovirus	179
marburg_marburgvirus	762
marituba_orthobunyavirus	721
mayaro	323
meaban	165
measles_morbillivirus	540
menangle_rubulavirus	455
mercadeo	174
middle_east_respiratory_syndrome-related_coronavirus	1674
mobala_mammarenavirus	177
modoc	174
mojiang_henipavirus	242
mokola_lyssavirus	1152
molluscum_contagiosum	1967
monkeypox	1889
montana_myotis_leukoencephalitis	167
montano_orthohantavirus	196
mopeia_lassa_virus_reassortant_29	239
mopeia_mammarenavirus	293
morogoro_mammarenavirus	180
mossman	260
mosso_das_pedras	186
mucambo	182
mumps_rubulavirus	520
mupapillomavirus_1	137
murine_respirovirus	617
murray_valley_encephalitis	495
nairobi_sheep_disease_orthonairovirus	739
nariva	251
ndumu	180
nelson_bay_orthoreovirus	541
new_jersey_vesiculovirus	739
nipah_henipavirus	537
norwalk	4736
norway_rat_hepacivirus_1	227
norway_rat_hepacivirus_2	162
nounane	191
nova_orthohantavirus	963
ntaya	178
nyando_orthobunyavirus	198
ochlerotatus_caspius_flavivirus	164
oliveros_mammarenavirus	186
omsk_hemorrhagic_fever	296
onyong-nyong	179
ordinary_reptarenavirus	208
orf	1626
oriboca_orthobunyavirus	405
oropouche_orthobunyavirus	704
orthohepevirus_a	5056
orthohepevirus_b	423
orthohepevirus_c	579
orthohepevirus_d	232
orungo	257
palm_creek	159
paraguayan_mammarenavirus	188
paraiso_escondido	138
parechovirus_a	2119
parechovirus_b	559
parramatta_river	173
patois_orthobunyavirus	205
pegivirus_a	1445
pegivirus_c	1392
pegivirus_h	464
phnom_penh_bat	168
phocine_morbillivirus	257
pirital_mammarenavirus	340
piry_vesiculovirus	174
piscihepevirus_a	116
pixuna	149
porcine_respirovirus_1	382
porcine_rubulavirus	203
powassan	465
primate_erythroparvovirus_1	222
primate_t-lymphotropic_virus_1	399
primate_t-lymphotropic_virus_2	440
primate_t-lymphotropic_virus_3	481
prospect_hill_orthohantavirus	195
punta_toro_phlebovirus	750
puumala_orthohantavirus	1125
qalyub_orthonairovirus	414
quang_binh	372
quezon_orthohantavirus	159
rabies_lyssavirus	2860
razdan	183
reptilian_ferlavirus	745
respiratory_syncytial	609
reston_ebolavirus	280
rhinovirus_a	4580
rhinovirus_b	2041
rhinovirus_c	2257
rift_valley_fever_phlebovirus	368
rinderpest_morbillivirus	474
rio_bravo	174
rio_negro	185
rockport_orthohantavirus	187
rodent_hepacivirus	360
rodent_torque_teno_virus_2	109
rosavirus_a	143
ross_river	231
rotavirus_a	12352
rotavirus_b	1798
rotavirus_c	2839
rotavirus_f	407
rotavirus_g	965
rotavirus_h	871
rotavirus_i	783
royal_farm	527
rubella	350
ryukyu_mammarenavirus	170
saboya	163
saint_louis_encephalitis	390
sakhalin_orthonairovirus	530
salehabad_phlebovirus	391
salem	269
salivirus_a	405
salmon_aquaparamyxovirus	270
sandfly_fever_naples_phlebovirus	964
sandfly_fever_sicilian	458
sangassou_orthohantavirus	195
sapporo	2618
sathuperi_orthobunyavirus	448
saumarez_reef	167
seal_anellovirus_2	33
seal_anellovirus_3	91
seal_anellovirus_tffn--usa--2006	35
semliki_forest	236
seoul_orthohantavirus	430
sepik	181
serra_do_navio_mammarenavirus	235
severe_acute_respiratory_syndrome-related_coronavirus	1276
sewage_derived_gemygorvirus_1	36
sfts_phlebovirus	380
shamonda_orthobunyavirus	471
shimoni_bat_lyssavirus	197
shuni_orthobunyavirus	514
simbu_orthobunyavirus	176
simian_foamy	753
simian_immunodeficiency	5398
simian_rubulavirus	209
simian_torque_teno_virus_30	59
simian_torque_teno_virus_31	59
simian_torque_teno_virus_32	60
simian_torque_teno_virus_33	60
simian_torque_teno_virus_34	58
sin_nombre_orthohantavirus	550
sindbis	799
small_anellovirus	42
small_ruminant_morbillivirus	577
solwezi_mammarenavirus	172
sosuga_rubulavirus	243
souris_mammarenavirus	172
spanish_goat_encephalitis	176
spondweni	145
sudan_ebolavirus	364
tacaiuma_orthobunyavirus	398
tacaribe_mammarenavirus	250
tai_forest_ebolavirus	244
tailam	311
tamana_bat	160
tamiami_mammarenavirus	206
tanapox	1412
tapara	198
tembusu	504
tete_orthobunyavirus	332
thailand_orthohantavirus	283
thiafora_orthonairovirus	487
tho	177
thogoto_thogotovirus	397
thottapalayam_orthohantavirus	436
tick-borne_encephalitis	917
tioman_rubulavirus	249
tofla	292
tonate	151
toros	210
torque_teno	1542
torque_teno_canis	165
torque_teno_douroucouli	61
torque_teno_felis	155
torque_teno_felis_virus_2	34
torque_teno_indri_virus_1	43
torque_teno_leptonychotes_weddellii_virus-1	991
torque_teno_leptonychotes_weddellii_virus-2	189
torque_teno_midi_virus_1	97
torque_teno_midi_virus_10	52
torque_teno_midi_virus_11	52
torque_teno_midi_virus_12	51
torque_teno_midi_virus_13	48
torque_teno_midi_virus_14	50
torque_teno_midi_virus_15	53
torque_teno_midi_virus_2	54
torque_teno_midi_virus_3	31
torque_teno_midi_virus_4	42
torque_teno_midi_virus_5	51
torque_teno_midi_virus_6	51
torque_teno_midi_virus_7	51
torque_teno_midi_virus_8	51
torque_teno_midi_virus_9	49
torque_teno_mini_virus_1	46
torque_teno_mini_virus_10	47
torque_teno_mini_virus_11	43
torque_teno_mini_virus_12	49
torque_teno_mini_virus_18	43
torque_teno_mini_virus_2	65
torque_teno_mini_virus_3	49
torque_teno_mini_virus_4	45
torque_teno_mini_virus_5	46
torque_teno_mini_virus_6	47
torque_teno_mini_virus_7	54
torque_teno_mini_virus_8	45
torque_teno_mini_virus_9	60
torque_teno_mini_virus_ala22	46
torque_teno_mini_virus_alh8	48
torque_teno_sus_virus_1a	440
torque_teno_sus_virus_1b	494
torque_teno_sus_virus_k2a	300
torque_teno_sus_virus_k2b	155
torque_teno_tamarin	52
torque_teno_tupaia	37
torque_teno_virus_1	72
torque_teno_virus_10	115
torque_teno_virus_11	54
torque_teno_virus_12	61
torque_teno_virus_13	54
torque_teno_virus_14	62
torque_teno_virus_15	62
torque_teno_virus_16	64
torque_teno_virus_19	101
torque_teno_virus_2	54
torque_teno_virus_20	53
torque_teno_virus_21	50
torque_teno_virus_23	56
torque_teno_virus_24	51
torque_teno_virus_25	60
torque_teno_virus_26	62
torque_teno_virus_27	62
torque_teno_virus_28	62
torque_teno_virus_29	96
torque_teno_virus_3	57
torque_teno_virus_4	57
torque_teno_virus_5	53
torque_teno_virus_6	61
torque_teno_virus_7	59
torque_teno_virus_8	65
torque_teno_virus_9	49
torque_teno_zalophus_virus_1	34
ttv-like_mini	379
tuhoko_rubulavirus_1	215
tuhoko_rubulavirus_2	210
tuhoko_rubulavirus_3	250
tula_orthohantavirus	368
tupaia_paramyxovirus	239
uganda_s	161
uriurana	248
urucuri	204
usutu	421
uukuniemi_phlebovirus	1067
vaccinia	2318
variola	1684
venezuelan_equine_encephalitis	585
vesicular_exanthema_of_swine	519
wesselsbron	288
west_caucasian_bat_lyssavirus	197
west_nile	1261
western_equine_encephalitis	350
whataroa	182
whitewater_arroyo_mammarenavirus	535
wyeomyia_orthobunyavirus	493
yaba_monkey_tumor	1237
yakeshi_orthohantavirus	92
yaounde	161
yellow_fever	756
yogue	245
yokose	174
yug_bogdanovac_vesiculovirus	175
zaire_ebolavirus	732
zerdali	168
zika	1168
zygosaccharomyces_bailii_virus_z	63
